SALARY,Python,SQL,Microsoft_Excel,Data_Analysis,Machine_Learning,Power_BI,Tableau,Communication
127550.0,0,1,0,1,0,0,0,0
119030.0,0,1,0,1,0,1,1,1
115024.0,0,0,0,1,0,0,0,1
94000.0,1,1,1,1,0,1,1,1
115024.0,1,0,0,1,0,0,0,1
75550.0,1,1,0,1,0,0,0,0
125990.0,1,1,0,1,0,0,1,1
115024.0,0,0,0,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,1,0,0,1,1,0,0,1
93850.0,0,0,0,0,0,0,1,1
93850.0,0,0,0,0,0,0,1,1
115024.0,0,0,0,1,0,1,0,1
71407.0,0,0,0,1,0,0,0,1
115024.0,0,0,0,1,0,0,0,1
55000.0,0,0,0,0,0,0,0,1
92232.0,0,1,0,0,0,0,1,0
115024.0,0,0,0,0,0,0,0,1
115024.0,0,0,1,1,0,1,1,1
115024.0,0,0,0,1,0,1,0,1
93600.0,0,0,0,0,0,0,0,0
115024.0,1,1,0,1,1,1,1,1
115024.0,1,1,0,1,0,0,1,1
115024.0,0,0,0,1,0,0,0,1
115024.0,0,1,0,1,0,0,0,1
106434.0,0,1,0,0,0,1,1,1
115024.0,1,1,0,1,0,0,1,1
86320.0,0,1,0,1,0,0,0,0
130500.0,1,1,0,1,0,0,0,1
115024.0,0,0,1,0,0,0,1,0
115024.0,0,1,0,1,0,0,1,1
115024.0,1,1,0,1,0,1,0,1
115024.0,0,1,0,1,0,0,1,0
115024.0,0,0,1,1,0,0,0,1
130500.0,1,1,0,1,0,0,0,1
115024.0,0,1,0,1,0,0,1,1
115024.0,0,0,0,0,0,0,0,1
130500.0,1,1,0,1,0,0,0,1
115024.0,0,1,0,1,0,0,0,0
115024.0,0,1,0,1,0,0,0,0
109200.0,0,0,0,0,0,1,0,1
115024.0,1,1,0,1,0,1,0,0
115024.0,0,1,0,0,0,0,0,1
115024.0,0,1,1,1,0,0,0,1
121300.0,1,1,0,0,1,0,0,1
115024.0,0,0,0,0,0,0,0,1
115024.0,1,1,1,0,0,0,1,1
115024.0,0,1,0,1,0,1,1,0
65000.0,0,1,0,1,0,1,1,0
115024.0,1,1,0,0,0,0,0,1
121300.0,1,1,0,0,1,0,0,1
114500.0,0,0,0,0,0,0,0,0
105000.0,0,1,1,1,0,1,1,1
115024.0,0,1,0,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,1
137300.0,1,1,0,0,1,0,1,1
115024.0,1,1,1,1,0,0,0,1
115024.0,0,1,0,1,0,1,1,0
115024.0,0,1,0,1,0,0,0,0
115024.0,0,1,0,0,0,0,0,0
115024.0,1,1,1,1,0,0,0,1
115024.0,1,1,1,1,0,1,0,1
115024.0,0,0,0,1,0,0,0,1
115024.0,0,1,1,1,0,0,0,0
115024.0,0,1,0,1,0,1,1,0
115024.0,0,0,0,0,0,0,0,0
121300.0,1,1,0,0,1,0,0,1
115024.0,0,0,1,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,0,1,1,0,0,0,0,1
115024.0,0,0,0,1,0,0,1,0
115024.0,1,1,0,1,0,1,0,0
115024.0,0,1,0,1,0,0,1,0
115024.0,0,0,0,0,0,0,0,1
68640.0,0,0,1,0,0,0,0,0
115024.0,0,1,0,1,0,1,1,0
115024.0,1,1,0,0,0,0,0,0
115024.0,0,0,0,0,0,0,0,0
115024.0,1,1,1,1,0,0,0,1
110155.0,1,1,0,1,0,1,1,0
115024.0,1,1,0,0,0,0,0,1
115024.0,1,1,1,1,0,0,0,1
115024.0,0,1,0,1,0,1,1,1
116500.0,0,0,0,0,0,0,0,0
115024.0,0,0,0,1,0,0,1,1
165643.0,1,1,1,1,0,1,1,0
116500.0,0,0,0,0,0,0,0,0
115024.0,1,1,0,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,1
115024.0,1,1,1,1,0,0,1,0
115024.0,0,0,0,0,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
116500.0,0,0,0,0,0,0,0,0
82500.0,0,0,0,1,0,0,0,0
115024.0,0,1,0,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,1,1,0,1,0,1,1,0
115024.0,0,0,1,1,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
115024.0,1,1,1,1,0,0,0,0
115024.0,0,0,0,0,0,0,0,1
115024.0,0,1,0,1,0,1,0,1
127525.0,0,0,0,1,0,0,0,1
115024.0,1,1,0,1,1,0,0,1
51565.0,1,0,0,1,0,0,0,1
90650.0,0,1,0,1,0,0,0,0
62920.0,0,0,0,0,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
90200.0,1,1,0,1,0,1,1,1
115024.0,0,0,0,1,0,0,0,1
141000.0,0,1,0,1,0,1,1,1
115024.0,0,0,0,0,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
82160.0,0,1,0,1,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,0,0,0,0,0
114400.0,0,0,0,1,0,0,0,1
98157.0,0,0,0,1,0,0,0,0
125000.0,1,1,0,1,0,1,1,1
115024.0,1,1,1,1,0,1,1,1
115024.0,1,1,0,0,0,0,1,1
115024.0,1,0,0,1,1,0,0,1
115024.0,0,1,1,1,0,0,1,1
124800.0,0,1,0,1,0,0,0,0
115024.0,1,1,1,1,0,0,1,1
115024.0,0,1,0,0,0,0,0,0
80720.0,1,1,0,1,0,0,1,0
115024.0,0,0,0,0,0,0,0,1
115024.0,0,0,0,1,0,0,0,0
115024.0,1,1,1,1,1,1,1,1
115024.0,0,0,0,1,0,1,0,0
115024.0,0,1,1,1,0,0,0,1
115024.0,0,0,0,1,0,0,0,1
88400.0,0,1,0,0,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,0,1,0,0,0,0,0,1
115024.0,0,0,1,1,0,1,0,1
115024.0,0,0,0,0,0,0,0,1
100000.0,0,0,0,0,0,0,0,0
75440.0,1,1,0,1,0,1,0,1
115024.0,1,1,0,1,0,0,0,1
115024.0,0,1,1,1,0,1,1,1
115024.0,0,0,0,0,0,0,0,0
66324.0,0,1,1,1,0,0,1,0
115024.0,0,0,0,0,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,0,0,0,0,0,0,0,1
115024.0,0,1,1,0,0,0,0,1
115024.0,0,1,0,1,0,0,0,0
115024.0,0,0,0,0,0,0,0,0
115024.0,0,0,1,1,0,1,0,1
115024.0,0,1,0,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
112320.0,0,0,0,0,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,1,1,0,1,0,0,1,0
60000.0,0,1,0,1,0,1,1,0
115024.0,0,0,0,0,0,0,0,0
127500.0,0,0,1,1,0,0,1,0
240600.0,0,0,0,1,0,1,0,1
240600.0,0,0,0,1,0,1,0,1
115024.0,0,0,0,0,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,0,1,0,0,0,0,1,1
115024.0,0,0,0,1,0,0,1,0
115024.0,0,0,1,0,0,0,0,1
100000.0,0,1,0,0,0,0,1,1
226000.0,1,1,0,1,1,0,0,1
226000.0,1,1,0,1,1,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,0,0,1,0,0,1,0,1
115024.0,0,0,0,1,0,1,0,1
115024.0,0,1,0,1,1,1,1,1
115024.0,0,0,0,1,0,0,0,1
128369.0,0,0,1,1,0,0,1,1
115024.0,0,0,0,0,0,0,0,0
40000.0,1,1,0,1,0,0,0,0
197500.0,0,0,0,1,0,0,0,1
115024.0,0,0,0,1,0,0,0,1
115024.0,0,0,0,1,0,0,1,1
115024.0,0,1,1,1,0,0,1,1
115024.0,0,0,0,1,0,0,0,1
115024.0,0,1,0,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,1,1,0,1,0,0,0,0
115024.0,0,1,0,1,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
100000.0,0,1,0,0,1,0,0,1
107500.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,0,0,0,0,1
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
115024.0,0,1,0,1,0,1,0,0
62467.0,0,0,0,1,1,0,1,1
115024.0,0,1,0,1,0,0,1,1
64260.0,0,0,1,1,0,1,1,0
115024.0,0,0,1,1,0,0,0,0
110000.0,1,1,1,1,0,0,1,1
115024.0,1,1,0,1,0,1,1,0
115024.0,1,1,0,1,1,1,0,1
115024.0,0,1,0,1,0,0,0,1
73800.0,0,0,1,0,0,0,0,1
115024.0,1,1,1,1,0,0,1,1
94800.0,1,0,0,1,0,0,1,0
94800.0,1,0,0,1,0,0,1,0
115000.0,0,1,1,0,0,0,0,1
94800.0,1,0,0,1,0,0,1,0
115024.0,0,1,0,0,1,0,0,0
65000.0,0,0,0,0,0,0,0,1
94800.0,1,0,0,1,0,0,1,0
115024.0,0,1,0,1,0,0,0,1
115024.0,1,1,0,1,1,1,1,1
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,1,1,0,1,0,1
88400.0,0,0,0,1,0,0,0,0
80400.0,0,0,0,1,0,1,0,0
117937.0,1,1,0,1,0,1,1,0
81500.0,1,1,0,1,0,1,0,1
115024.0,0,0,1,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
109262.0,0,1,1,0,0,1,0,0
115024.0,0,1,0,1,0,0,1,1
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,1,0,1,0,0
115024.0,0,0,0,1,0,0,0,0
115024.0,0,1,0,0,0,1,0,0
130600.0,0,0,0,1,0,0,0,1
115024.0,0,0,0,1,0,0,0,0
160775.0,1,1,1,1,0,1,0,1
115024.0,1,0,0,1,1,0,0,1
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,0,0,0,0,1
160775.0,1,1,1,1,0,1,0,1
160775.0,1,1,1,1,0,1,0,1
115024.0,1,1,1,1,0,0,0,1
52510.0,0,0,0,0,0,0,0,1
115024.0,0,0,0,1,0,0,0,0
115024.0,1,1,0,1,1,0,1,0
115024.0,0,0,0,1,0,0,0,0
60500.0,0,1,1,1,0,0,0,1
115024.0,0,1,0,0,0,0,0,0
61360.0,0,0,0,0,0,0,0,1
80400.0,0,0,0,1,0,1,0,0
220900.0,0,0,0,0,0,0,0,1
109000.0,0,0,0,0,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
92755.0,0,1,1,1,0,0,1,1
115024.0,0,0,1,1,0,0,0,0
114400.0,1,1,0,1,0,0,1,0
150000.0,1,1,0,1,0,0,1,1
115024.0,0,0,0,1,0,0,0,0
115024.0,1,0,0,1,0,0,0,0
101500.0,0,0,0,1,0,1,1,1
115024.0,0,1,1,1,0,1,1,1
115024.0,0,1,1,1,0,0,0,0
223754.0,1,1,0,1,0,0,0,0
115024.0,0,0,0,1,1,0,0,0
115024.0,0,0,0,0,0,0,0,1
115024.0,0,1,1,1,0,1,1,1
115024.0,1,1,1,1,0,0,0,1
87000.0,0,1,1,1,0,0,0,0
115024.0,1,1,0,1,0,0,1,1
115024.0,0,0,0,0,0,0,0,0
112500.0,0,0,0,0,0,0,0,1
115024.0,0,1,1,1,0,1,1,0
115024.0,1,1,0,0,0,0,1,1
62594.0,0,0,0,0,0,0,0,0
115024.0,0,1,1,1,0,1,1,0
115024.0,0,0,0,1,0,0,0,1
115024.0,1,1,0,1,0,1,1,1
115024.0,0,0,0,1,0,0,0,0
115024.0,1,1,0,1,0,1,1,1
115024.0,1,1,0,1,1,1,0,0
115024.0,0,0,0,1,0,0,0,0
190500.0,0,1,0,1,0,0,0,0
115024.0,1,1,0,0,0,0,1,1
115024.0,1,1,0,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,1
109250.0,0,0,1,0,0,0,0,1
70300.0,0,1,1,0,0,1,1,1
115024.0,0,0,0,0,0,0,0,1
115024.0,0,1,0,1,0,1,0,0
115024.0,1,1,1,1,0,0,0,0
115024.0,0,0,0,0,0,0,0,0
115024.0,0,1,0,0,1,0,0,0
115024.0,1,1,0,0,0,0,1,1
93600.0,0,0,0,0,0,0,0,0
115024.0,0,1,0,1,0,0,0,0
138320.0,1,1,0,1,0,1,1,0
66250.0,0,1,0,1,0,0,1,0
115024.0,0,0,0,1,0,0,1,1
115024.0,0,0,0,1,0,0,0,1
115024.0,1,1,0,0,0,0,1,1
115024.0,0,1,0,1,0,0,0,1
115024.0,1,1,0,0,0,0,1,1
115024.0,0,0,0,1,0,0,0,0
110000.0,0,1,0,0,0,1,1,0
115795.0,0,0,1,0,0,1,0,1
70000.0,0,1,1,0,0,0,0,1
88000.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,1,0,0,0,1
109200.0,0,1,1,1,0,1,0,1
120000.0,1,1,0,1,0,1,1,1
119600.0,0,1,1,1,0,1,1,0
96694.0,0,1,1,1,0,1,0,1
71760.0,0,1,1,1,0,0,1,1
69680.0,0,0,1,1,0,0,1,0
115024.0,0,0,0,0,0,0,0,1
115024.0,0,0,0,1,0,0,0,1
115024.0,1,1,1,1,0,0,0,1
71760.0,0,1,1,1,0,0,1,1
69023.0,0,0,0,0,0,0,0,0
115024.0,0,1,1,1,0,0,1,1
83261.0,0,1,0,0,0,1,1,1
115024.0,0,0,1,1,0,0,0,0
71760.0,0,1,1,1,0,0,1,1
71760.0,0,1,1,1,0,0,1,1
71760.0,0,1,1,1,0,0,1,1
95800.0,0,0,0,1,0,0,0,1
57200.0,0,0,0,1,0,0,0,1
115024.0,1,1,0,1,0,0,1,1
130995.0,0,1,0,0,0,0,1,1
115024.0,0,1,1,1,0,0,0,0
115024.0,0,0,1,0,0,0,1,1
115024.0,0,1,1,1,0,0,0,0
90480.0,0,1,0,1,0,0,0,0
115024.0,1,1,0,1,0,0,1,0
115024.0,0,1,1,1,0,0,0,0
84809.0,0,0,1,1,0,0,0,0
115024.0,0,1,0,1,0,1,1,1
115024.0,0,0,0,1,0,0,0,0
110510.0,0,1,0,1,0,0,0,0
115024.0,0,1,1,1,0,0,0,0
60000.0,0,0,0,1,0,0,0,1
78000.0,0,1,0,1,1,1,1,1
52000.0,0,0,0,1,0,1,0,0
115024.0,0,0,0,1,0,0,0,1
99580.0,0,1,0,1,0,1,0,0
115024.0,0,0,0,0,1,0,0,0
115024.0,1,1,0,1,0,1,1,1
115024.0,0,0,0,0,0,0,0,0
125990.0,0,1,0,1,0,0,1,1
115024.0,1,1,0,1,0,1,1,1
115024.0,0,0,1,0,0,0,0,1
77500.0,0,1,0,1,0,1,1,1
115024.0,0,0,1,1,0,0,0,1
115024.0,1,1,0,1,0,1,1,1
99580.0,0,1,0,1,0,1,0,0
62674.0,1,1,0,1,0,0,0,1
99580.0,0,1,0,1,0,1,0,0
99580.0,0,1,0,1,0,1,0,0
115024.0,1,1,0,0,0,1,1,1
115024.0,0,1,1,1,0,0,1,1
62500.0,0,0,0,0,0,0,0,0
115024.0,0,0,1,1,0,0,1,1
86300.0,0,1,0,1,0,1,1,1
105000.0,0,0,0,1,0,1,0,0
115024.0,1,1,0,1,0,0,1,0
71500.0,0,1,1,1,1,1,0,0
69763.0,0,0,0,1,0,0,0,0
115024.0,0,1,0,1,0,0,0,0
115024.0,1,1,1,1,0,1,1,1
77500.0,1,1,0,1,0,0,0,1
115024.0,0,1,0,1,0,1,0,0
115024.0,1,1,0,1,0,0,1,0
115024.0,0,0,0,1,0,1,0,1
116448.0,0,1,0,1,0,0,1,1
115024.0,0,1,0,1,1,0,0,1
95000.0,0,1,0,1,0,0,0,0
120000.0,1,1,0,1,0,0,0,1
115024.0,0,0,1,0,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
102960.0,0,1,1,1,0,0,0,0
115024.0,0,0,1,1,0,0,0,1
115024.0,0,1,1,1,0,0,0,0
83876.0,0,0,1,1,0,0,0,1
72111.0,1,1,0,1,0,1,1,1
115024.0,0,0,1,1,0,0,0,1
115024.0,0,1,1,1,1,0,0,1
138800.0,1,1,0,1,0,0,1,1
115024.0,0,0,0,0,0,1,0,1
115024.0,0,0,0,1,0,0,0,1
95000.0,0,1,0,1,0,0,0,0
95000.0,0,1,0,1,0,0,0,0
158855.0,0,1,0,0,0,0,0,1
86490.0,0,1,0,1,0,0,0,1
115024.0,0,1,0,1,1,0,0,0
115024.0,0,0,1,0,0,0,0,1
115024.0,1,1,1,1,0,1,1,1
115013.0,1,1,0,1,0,0,0,0
49088.0,0,0,0,0,0,0,0,1
134500.0,1,1,0,1,1,1,0,1
132557.0,0,0,1,0,0,0,0,1
115024.0,0,1,0,1,0,0,0,0
115024.0,1,0,0,1,1,0,0,0
115024.0,0,1,0,1,0,1,0,0
109200.0,0,0,0,0,0,0,1,1
133000.0,0,0,0,1,0,0,0,0
66230.0,0,0,0,1,0,0,0,1
115024.0,1,1,0,1,0,1,1,0
115024.0,1,1,1,1,0,1,1,1
35360.0,0,0,0,0,0,0,0,1
115024.0,1,1,0,1,0,1,1,1
146000.0,1,1,0,0,0,0,1,0
115024.0,0,0,1,0,0,0,0,0
115024.0,0,1,0,1,0,1,1,1
115024.0,0,0,0,0,0,0,0,1
109200.0,1,1,0,1,0,0,1,0
143350.0,0,1,0,0,1,0,0,1
125000.0,0,1,0,0,0,0,0,1
125000.0,0,1,0,0,0,0,0,1
76817.0,0,0,0,1,0,0,0,0
75000.0,0,1,0,1,0,1,1,1
71500.0,1,1,1,1,0,1,1,1
195000.0,0,0,0,0,0,0,0,0
115024.0,0,0,0,0,0,0,0,1
95774.0,0,0,1,0,0,0,0,0
100525.0,0,0,1,0,0,0,0,1
115024.0,1,1,0,1,1,1,1,1
95000.0,0,1,0,1,0,0,0,0
159000.0,0,0,0,1,0,0,1,1
119400.0,1,0,0,1,0,0,0,0
115024.0,1,1,0,1,1,0,0,0
115024.0,0,0,1,1,0,0,0,1
60000.0,1,1,0,1,0,0,0,0
95000.0,0,0,1,1,0,0,0,1
115024.0,0,1,0,1,0,0,0,0
116448.0,0,1,0,1,0,0,1,1
117500.0,0,0,1,1,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
95000.0,0,1,0,1,0,0,0,0
54080.0,0,1,0,1,0,0,0,0
56500.0,0,1,0,1,0,1,1,0
115024.0,0,0,0,0,0,0,0,1
95000.0,0,1,0,1,0,0,0,0
158855.0,0,1,0,0,0,0,0,1
115024.0,0,1,0,1,0,1,1,0
115024.0,0,0,0,1,0,0,1,0
115024.0,0,0,1,1,0,0,0,1
117500.0,0,0,1,1,0,0,0,1
117500.0,0,0,1,1,0,0,0,1
115024.0,0,1,0,0,0,0,0,1
71760.0,0,1,1,1,0,0,1,1
116448.0,0,1,0,1,0,0,1,1
115024.0,1,1,0,0,0,0,0,0
55000.0,1,1,0,1,0,0,0,0
95000.0,0,1,0,1,0,0,0,0
116448.0,0,1,0,1,0,0,1,1
95000.0,0,1,0,1,0,0,0,0
120949.0,0,0,0,1,0,1,0,0
115024.0,0,0,1,1,0,0,0,1
115024.0,0,1,0,1,0,0,1,1
78161.0,1,1,1,1,0,0,0,1
192400.0,0,0,0,0,0,0,0,0
56520.0,0,1,1,1,0,0,0,1
115024.0,0,1,0,1,0,0,1,1
102500.0,0,1,1,1,1,1,1,1
125000.0,1,1,0,1,1,1,1,1
75000.0,1,1,0,1,1,0,0,0
115024.0,0,0,0,0,0,0,0,0
115024.0,1,1,0,1,1,1,0,0
62400.0,0,0,0,1,0,0,0,1
115024.0,0,0,1,1,0,0,0,0
295000.0,0,0,0,1,1,0,0,1
118965.0,0,1,0,1,0,1,1,1
102500.0,0,1,1,1,1,1,1,1
115024.0,1,0,0,1,0,0,1,0
73750.0,0,0,0,0,0,0,0,0
115024.0,0,1,0,1,0,0,1,0
115024.0,1,1,0,0,1,0,1,1
84650.0,0,0,0,1,0,0,0,1
103500.0,0,1,0,1,0,0,0,0
72800.0,1,0,0,1,0,1,0,0
115024.0,0,0,0,1,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
115024.0,0,0,0,1,0,0,0,0
63591.0,0,0,0,0,0,0,0,1
75550.0,1,1,0,1,0,0,0,0
115024.0,1,1,0,1,0,0,1,1
78155.0,0,0,0,0,0,0,0,0
50500.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,1,0,1,0,1
115024.0,0,0,0,0,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,0,0,1,0,0,0,0,1
66250.0,0,1,0,1,0,0,1,0
115024.0,0,0,0,0,0,0,0,0
62400.0,1,1,0,1,0,1,1,0
104884.0,1,1,0,1,0,0,1,1
135200.0,0,1,0,1,0,1,0,1
115024.0,0,1,0,0,0,0,0,1
47476.0,0,0,0,0,0,0,0,0
115024.0,0,1,0,0,0,0,0,1
115024.0,0,0,1,0,0,0,0,1
63500.0,0,0,0,1,0,0,0,0
115024.0,0,1,0,1,0,0,1,0
115024.0,0,0,0,1,0,0,1,1
176800.0,0,0,0,0,0,0,0,1
115024.0,0,0,0,0,0,0,0,1
115024.0,1,1,0,1,1,0,0,1
106226.0,0,0,0,1,0,0,0,0
104884.0,1,1,0,1,0,0,1,1
243500.0,1,1,0,1,0,0,0,1
115024.0,1,1,1,1,0,1,1,1
111370.0,1,1,0,1,0,1,1,0
115024.0,1,1,0,1,0,0,0,0
115024.0,1,0,0,1,1,0,0,1
115024.0,0,1,1,1,0,1,1,0
115024.0,1,1,0,1,1,1,1,1
124800.0,1,1,0,0,1,0,0,1
115024.0,0,0,0,1,0,0,0,1
115024.0,1,1,0,1,1,1,1,1
115024.0,1,1,0,1,1,1,1,1
79795.0,1,0,0,1,0,0,0,1
115024.0,1,1,1,1,1,1,0,1
243500.0,1,1,0,1,0,0,0,1
115024.0,0,1,0,1,0,0,0,1
115024.0,0,0,0,1,0,1,1,1
160050.0,1,1,0,0,1,0,0,1
86526.0,1,1,0,1,0,0,0,0
115024.0,0,0,1,1,0,0,0,1
115024.0,0,0,0,1,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
165000.0,0,0,0,0,0,0,0,1
115000.0,0,0,1,1,0,1,0,1
115024.0,0,0,0,0,0,0,0,1
115024.0,1,1,1,1,0,0,1,1
115024.0,0,1,0,0,0,1,1,0
115024.0,0,0,1,1,0,0,0,1
115024.0,1,1,0,1,0,0,1,0
115024.0,1,1,1,1,0,0,1,1
115024.0,0,0,1,1,0,0,0,1
115024.0,0,0,1,0,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
60762.0,0,0,1,1,0,0,1,1
115024.0,0,0,1,1,0,0,0,1
115024.0,0,0,1,1,0,0,0,1
115024.0,1,1,1,1,0,0,1,1
115024.0,0,0,1,1,0,0,0,1
115024.0,1,1,1,1,0,0,1,1
115024.0,0,1,0,1,0,0,0,1
55144.0,0,1,0,1,0,1,1,1
103670.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,0,0,0,0,0
123800.0,0,0,0,0,0,0,0,1
96750.0,0,1,1,1,0,0,1,0
115024.0,1,1,1,1,0,0,0,1
115024.0,0,0,0,1,0,0,0,0
73421.0,0,0,0,1,0,0,0,0
115024.0,0,0,0,1,0,0,1,0
115024.0,0,0,0,0,0,0,0,0
90480.0,0,0,0,1,0,0,0,1
96750.0,0,1,1,1,0,0,1,0
81000.0,1,0,0,1,0,1,1,1
115024.0,0,0,0,1,0,0,0,0
62400.0,1,1,0,0,0,1,1,0
115024.0,1,1,0,1,0,0,0,0
67600.0,0,1,1,1,0,0,0,1
115024.0,1,1,1,1,0,0,1,1
115024.0,1,1,0,1,0,0,0,0
115024.0,1,1,0,0,0,1,1,0
115024.0,1,1,1,1,0,1,0,1
52610.0,0,0,1,1,0,1,0,1
115024.0,1,1,0,0,0,0,0,1
93868.0,0,0,0,1,0,1,1,1
78000.0,0,1,0,1,0,1,0,1
142350.0,0,0,0,1,1,0,0,1
115024.0,1,1,0,0,0,0,0,1
93868.0,0,0,0,1,0,1,1,1
115024.0,1,1,0,1,0,0,0,0
101500.0,0,0,0,1,0,1,1,1
156376.0,1,1,1,1,0,1,1,1
115024.0,1,1,1,1,1,0,1,1
93868.0,0,0,0,1,0,1,1,1
113800.0,0,0,0,1,0,0,1,1
93868.0,0,0,0,1,0,1,1,1
84239.0,1,0,1,1,0,0,0,0
93650.0,0,1,1,1,0,1,0,1
130055.0,0,0,0,0,0,0,0,0
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,1,0,0,0,0,0
115024.0,0,0,1,0,0,0,0,0
115024.0,0,1,0,0,0,0,0,0
130055.0,0,0,0,0,0,0,0,0
130055.0,0,0,0,0,0,0,0,0
76599.0,0,0,0,1,0,0,1,1
115024.0,0,0,0,0,0,0,0,1
130055.0,0,0,0,0,0,0,0,0
115024.0,0,1,0,1,0,1,0,0
130055.0,0,0,0,0,0,0,0,0
93600.0,1,1,1,1,0,1,0,0
115024.0,0,0,0,1,0,0,0,1
115024.0,0,0,0,0,0,0,0,0
115024.0,0,1,0,0,0,0,1,0
115024.0,0,1,0,1,0,0,1,0
115024.0,0,0,0,0,0,0,0,0
75920.0,0,1,0,1,0,0,0,0
115024.0,1,1,0,1,1,0,0,0
112500.0,1,1,0,1,0,1,1,1
68900.0,0,0,0,1,0,0,0,1
60000.0,0,0,0,1,0,1,0,0
70000.0,0,1,0,1,0,0,0,1
115024.0,0,0,1,0,0,0,0,1
115024.0,0,1,0,0,0,0,1,0
142300.0,1,1,1,1,0,1,1,1
132000.0,1,1,0,0,0,1,1,1
115024.0,1,1,0,1,0,1,0,1
151900.0,0,1,0,1,0,1,1,1
117520.0,0,0,1,0,0,0,0,1
115024.0,1,1,0,1,1,1,0,1
115024.0,1,1,1,1,0,0,1,1
115024.0,1,1,1,1,0,1,1,0
50107.0,0,0,0,0,0,0,0,1
115024.0,0,1,0,1,0,1,0,1
115024.0,0,1,0,1,0,0,1,1
115024.0,1,1,0,1,0,0,0,1
115024.0,0,1,0,0,0,0,0,0
71650.0,0,0,0,0,0,0,0,0
100589.0,1,1,1,1,0,1,1,1
115024.0,0,1,0,1,0,0,0,1
115024.0,1,1,0,1,1,1,1,0
142300.0,0,0,0,1,0,0,0,1
80000.0,1,1,0,1,1,1,1,1
96000.0,0,1,0,1,0,1,0,1
115024.0,0,1,0,0,0,0,1,0
84000.0,1,1,0,1,1,0,1,1
264976.0,1,1,0,1,0,0,0,1
115024.0,0,0,0,1,0,0,0,1
115024.0,1,1,1,0,1,1,1,0
123000.0,0,0,1,0,0,0,0,1
100500.0,1,1,0,1,0,0,1,0
115024.0,1,0,1,1,0,1,0,0
100500.0,1,1,0,1,0,0,1,0
133940.0,1,1,0,1,0,1,1,1
123000.0,0,0,1,0,0,0,0,1
123000.0,0,0,1,0,0,0,0,1
115024.0,0,0,0,1,0,1,1,1
115024.0,1,1,0,1,0,0,1,1
130600.0,1,1,0,1,0,0,1,1
93600.0,1,1,0,1,0,0,0,0
76575.0,0,1,0,1,0,1,1,1
123000.0,0,0,1,0,0,0,0,1
95525.0,0,0,0,1,0,0,0,0
115024.0,1,1,0,0,0,1,1,1
115024.0,1,1,1,1,1,1,1,1
67600.0,0,0,0,1,0,0,0,0
115024.0,1,0,0,1,0,1,0,0
115024.0,1,1,1,1,0,1,0,1
115024.0,0,0,0,1,0,0,0,0
115024.0,0,0,1,1,0,1,1,0
109200.0,1,1,1,1,1,0,0,1
259725.0,1,0,0,1,0,0,0,1
115024.0,0,0,0,1,0,0,0,0
143000.0,1,1,0,1,0,1,1,1
108100.0,0,0,0,0,0,0,0,1
104000.0,0,1,0,1,0,1,0,0
115024.0,0,0,1,0,0,0,0,1
115024.0,0,0,0,1,0,0,0,1
115024.0,1,1,0,1,0,0,0,0
